"","alpha_1","beta_w1_1","beta_w2_1","beta_ta1_1","beta_ta2_1","beta_Ec1_1","beta_Ec2_1","beta_wta_1","beta_wEc_1","beta_taEc_1","alpha_2","beta_w1_2","beta_w2_2","beta_ta1_2","beta_ta2_2","beta_Ec1_2","beta_Ec2_2","beta_wta_2","beta_wEc_2","beta_taEc_2","alpha_3","beta_w1_3","beta_w2_3","beta_ta1_3","beta_ta2_3","beta_Ec1_3","beta_Ec2_3","beta_wta_3","beta_wEc_3","beta_taEc_3","alpha_4","beta_w1_4","beta_w2_4","beta_ta1_4","beta_ta2_4","beta_Ec1_4","beta_Ec2_4","beta_wta_4","beta_wEc_4","beta_taEc_4","sigma_1","sigma_2","sigma_3","sigma_4","asc_2","x_female_2","x_mayor45_2","x_underage_in_household_2","x_only_worker_2","x_university_2","x_metropolitana_2","asc_3","x_female_3","x_mayor45_3","x_underage_in_household_3","x_only_worker_3","x_university_3","x_metropolitana_3","asc_4","x_female_4","x_mayor45_4","x_underage_in_household_4","x_only_worker_4","x_university_4","x_metropolitana_4"
"beta_taEc_3",21.8278728425503,6348.27301837504,358588.295057416,-4944.01319883764,2884.91719402373,72115.653892979,31017574.6562891,65265.3397992253,3082488.54707927,129584.805108607,-884.028850123286,1033.18598121405,-29485.8182314783,11394.1496238112,-852407.538332045,3867.17147193849,6313850.46290234,-24505.4252445698,-357034.878106788,-1852713.4670876,-411.091605201364,-65.4836185276508,-272309.989668429,31082.8909277916,-531508.703716099,-46729.8377770931,22562868.2528622,-415591.784985736,-3203713.27688918,-5974616.21509865,-170.985003933311,1440.63960760832,20183.5064217448,3772.58402295411,-263804.395217448,20409.0611077845,-5339970.8122015,-50335.0747749209,114763.679448515,-1125023.11822027,25.465851649642,1160.51523946226,745.785655453801,465.661287307739,-203.726813197136,-432.919478043914,-607.542460784316,167.347025126219,-542.058842256665,629.370333626866,0,1702.57408171892,1746.22982740402,1669.8322724551,578.438630327582,1342.41417981684,-407.453626394272,0,-1997.25036509335,-1658.91833603382,-1029.54800240695,-1105.94555735588,-1135.04938781261,-571.162672713399,-3.63797880709171
"alpha_4",-3.63797880709171,0,-65.4836185276508,3.63797880709171,98.2254277914762,32.7418092638254,-57647.4121771753,-116.415321826935,-2793.96772384644,629.370333626866,-3.63797880709171,3.63797880709171,-61.8456397205591,32.7418092638254,-574.800651520491,-10.9139364212751,-4853.06372866035,-72.7595761418343,-683.940015733242,-1753.50578501821,0,-3.63797880709171,-25.465851649642,0,-127.32925824821,-10.9139364212751,-713.043846189976,-3.63797880709171,-170.985003933311,-170.985003933311,-10.9139364212751,0,-2226.44302994013,18.1898940354586,-3445.16593031585,211.002770811319,-141728.378366679,200.088834390044,-3143.21368932724,-4820.32191939652,0,0,0,-3.63797880709171,10.9139364212751,7.27595761418343,7.27595761418343,3.63797880709171,7.27595761418343,0,3.63797880709171,3.63797880709171,3.63797880709171,0,3.63797880709171,0,0,0,-18.1898940354586,-7.27595761418343,-10.9139364212751,-7.27595761418343,-7.27595761418343,-3.63797880709171,-3.63797880709171
"beta_w1_4",0,-61.8456397205591,1291.48247651756,-116.415321826935,836.735125631094,-2793.96772384644,-577030.732529238,-4012.69062422216,-80119.2072685808,-7752.53283791244,3.63797880709171,-58.2076609134674,-1258.74066725373,-69.1215973347425,40.0177668780088,-683.940015733242,-110434.484668076,803.993316367269,-12041.7098514736,3812.60178983212,3.63797880709171,-21.8278728425503,-640.284270048141,-3.63797880709171,76.397554948926,-170.985003933311,-12245.4366646707,149.15713109076,-3718.01434084773,1440.63960760832,0,-2226.44302994013,-518477.463629097,196.450855582952,218.278728425503,-3139.57571052015,-1913394.95358989,20627.33983621,226082.192966715,8407.36902318895,-21.8278728425503,-3.63797880709171,0,18.1898940354586,-29.1038304567337,-14.5519152283669,-21.8278728425503,-14.5519152283669,-7.27595761418343,-3.63797880709171,-3.63797880709171,-7.27595761418343,-3.63797880709171,-3.63797880709171,-3.63797880709171,-3.63797880709171,-3.63797880709171,0,50.931703299284,21.8278728425503,32.7418092638254,21.8278728425503,21.8278728425503,14.5519152283669,10.9139364212751
"beta_w2_4",-61.8456397205591,1273.2925824821,165164.237841964,-4012.69062422216,70711.3940734416,-80533.9368525892,-15420737.3270765,-222884.409595281,-3717537.765624,-283653.207588941,-58.2076609134674,-1255.10268844664,-42087.776819244,803.993316367269,-16549.1655934602,-12052.6237878948,-3564135.11326537,10419.1713035107,-391766.661778092,12914.8247651756,-21.8278728425503,-640.284270048141,-16709.2366609722,145.519152283669,-3339.66454491019,-3721.65231965482,-303687.556879595,1648.00439961255,-90341.9277165085,20183.5064217448,-2226.44302994013,-518477.463629097,-145392572.449055,20623.7018574029,-759060.640120879,226133.124670014,-217928369.238507,3384720.91243602,107268100.691726,3005439.79392387,-560.248736292124,-47.2937244921923,-18.1898940354586,196.450855582952,-120.053300634027,10.9139364212751,-47.2937244921923,-101.863406598568,3.63797880709171,-87.3114913702011,-109.139364212751,-98.2254277914762,7.27595761418343,-7.27595761418343,-54.5696821063757,-25.465851649642,-101.863406598568,0,509.31703299284,130.967237055302,214.640749618411,218.278728425503,134.605215862393,363.797880709171,265.572452917695
"beta_ta1_4",3.63797880709171,-116.415321826935,-4019.96658183634,98.2254277914762,-1095.03162093461,625.732354819775,-545671.355212107,833.097146824002,-8145.43454907835,-9342.32957661152,32.7418092638254,-72.7595761418343,800.355337560177,-574.800651520491,26560.8832705766,-1757.1437638253,-35353.8780473173,36.3797880709171,3808.96381102502,18171.7041414231,3.63797880709171,-3.63797880709171,145.519152283669,-130.967237055302,4398.31637777388,-170.985003933311,19732.3970496655,72.7595761418343,1437.00162880123,3772.58402295411,18.1898940354586,196.450855582952,20623.7018574029,-3441.52795150876,51262.7593707293,-4820.32191939652,372776.412405074,218.278728425503,8451.02476887405,173607.986653224,50.931703299284,3.63797880709171,3.63797880709171,-21.8278728425503,-18.1898940354586,-50.931703299284,-32.7418092638254,-7.27595761418343,-7.27595761418343,7.27595761418343,-7.27595761418343,-36.3797880709171,-32.7418092638254,-18.1898940354586,-21.8278728425503,-21.8278728425503,-3.63797880709171,0,-138.243194669485,0,-98.2254277914762,-50.931703299284,-61.8456397205591,-40.0177668780088,-18.1898940354586
"beta_ta2_4",94.5874489843845,833.097146824002,70867.8271621466,-1095.03162093461,148724.211612716,-9276.84595808387,2488610.33469439,-48836.2275063992,-343083.229381591,386517.058359459,-578.438630327582,40.0177668780088,-16552.8035722673,26560.8832705766,-608040.863880888,18160.7902050018,-5536458.04757252,-60252.2050030529,-209245.627047494,-1609441.82425737,-127.32925824821,72.7595761418343,-3343.30252371728,4394.67839896679,-183630.618266761,3768.94604414701,-1125525.15929565,-5649.78108741343,-50309.6089232713,-263804.395217448,-3445.16593031585,218.278728425503,-759060.640120879,51262.7593707293,-3993223.79962541,173593.434737995,-50030830.6072839,141033.524414524,-1550361.0484302,-6240665.24324007,-323.780113831162,218.278728425503,-94.5874489843845,-687.577994540334,3525.20146407187,2200.97717829049,2612.06878349185,1404.2598195374,1193.25704872608,403.81564758718,509.31703299284,1051.37587524951,858.562998473644,469.299266114831,625.732354819775,534.782884642482,94.5874489843845,0,-4212.7794586122,-2415.6179279089,-2637.53463514149,-1724.40195456147,-1589.79673869908,-596.628524363041,-432.919478043914
"beta_Ec1_4",32.7418092638254,-2793.96772384644,-80541.2128102034,625.732354819775,-9280.48393689096,-58320.4382564873,-8673046.97749205,-7839.84432928264,-656920.747132972,-482352.334074676,-7.27595761418343,-683.940015733242,-12056.2617667019,-1753.50578501821,18171.7041414231,-4733.01042802632,-7318216.3760066,3812.60178983212,-113086.571218446,-34488.0390912294,-7.27595761418343,-170.985003933311,-3721.65231965482,-170.985003933311,3772.58402295411,-629.370333626866,-714640.918886289,1440.63960760832,-11528.7548396736,20409.0611077845,211.002770811319,-3139.57571052015,226133.124670014,-4820.32191939652,173593.434737995,-141735.654324293,1180364.05183375,8418.28295961022,-1905755.19809499,368268.956663087,-69.1215973347425,-72.7595761418343,0,189.174897968769,-665.750121697783,-411.091605201364,-531.14490583539,-229.192664846778,-280.124368146062,-54.5696821063757,-105.50138540566,-138.243194669485,-76.397554948926,-87.3114913702011,-43.6557456851006,-50.931703299284,-36.3797880709171,0,509.31703299284,349.245965480804,389.263732358813,72.7595761418343,105.50138540566,-47.2937244921923,61.8456397205591
"beta_Ec2_4",-59717.4221184105,-705491.402186453,-26463494.5779108,-468007.783638313,503550.836583599,-5223195.33047266,-8239181268.43637,-17126021.7030067,-856760798.342293,44723219.6165714,-4736.64840683341,-114825.525088236,-3704197.2973384,-39468.432078138,-5488775.05934797,-7532067.68422388,2508198311.26137,-1150074.2402859,-80474779.6792071,-20847957.7850085,-698.491930961609,-11848.8969746977,-285072.019323707,20427.25100182,-1128781.150328,-722444.383427501,319265571.30646,112471.752800047,-6512971.5949297,-5339970.8122015,-141728.378366679,-1913394.95358989,-217928369.238507,372776.412405074,-50030830.6072839,1180364.05183375,-24746678504.016,736901.711206883,-433616787.631763,-497664626.891492,-12663.8042274863,5540.64172320068,-2048.18206839263,-21635.0599657744,85397.9145176709,30668.1613437831,82338.3743409067,14519.173419103,44117.7689936012,19605.0677914172,-4649.33691546321,13489.6254166961,5678.88491787016,14431.8619277328,2219.16707232594,10186.3406598568,5718.90268474817,0,-119922.333396971,-25014.7422775626,-110398.104880005,-57312.7181269228,-48265.0648336858,-30780.938686803,16731.0645338148
"beta_wta_4",-116.415321826935,-4012.69062422216,-223590.177483857,836.735125631094,-48876.2452732772,-7839.84432928264,-22830539.8195516,70642.2724761069,-313993.950840086,-354448.275174946,-69.1215973347425,803.993316367269,10415.5333247036,40.0177668780088,-60263.1189394742,3812.60178983212,-1134649.21014383,-16552.8035722673,12892.996892333,-209380.232263356,0,149.15713109076,1648.00439961255,72.7595761418343,-5649.78108741343,1437.00162880123,113599.526230246,-3339.66454491019,20216.2482310086,-50335.0747749209,200.088834390044,20627.33983621,3384720.91243602,218.278728425503,141033.524414524,8418.28295961022,736901.711206883,-759038.812248036,3009390.63890837,-1548833.09733123,170.985003933311,14.5519152283669,-7.27595761418343,-87.3114913702011,243.744580075145,138.243194669485,229.192664846778,116.415321826935,65.4836185276508,98.2254277914762,72.7595761418343,149.15713109076,87.3114913702011,87.3114913702011,58.2076609134674,76.397554948926,32.7418092638254,0,-156.433088704944,-72.7595761418343,-123.691279441118,-120.053300634027,-32.7418092638254,-221.916707232594,-98.2254277914762
"beta_wEc_4",-2801.24368146062,-80861.3549452275,-3780609.40420255,-7759.80879552662,-353778.887074441,-647640.263196081,-1063379957.48618,-284184.352494776,-22962940.4202569,-18532413.3781251,-683.940015733242,-12052.6237878948,-392159.563489258,3808.96381102502,-209285.644814372,-113210.262497887,-79995297.7104113,12787.4955069274,-3671488.22988383,-1104985.13095081,-167.347025126219,-3721.65231965482,-90152.7528185397,1433.36364999413,-50313.2469020784,-11514.2029244453,-6401231.07586987,20143.4886548668,-290870.957542211,114763.679448515,-3143.21368932724,226082.192966715,107268100.691726,8451.02476887405,-1550361.0484302,-1905755.19809499,-433616787.631763,3009390.63890837,-217032178.625232,222429.662244394,-1418.81173476577,-272.848410531878,-127.32925824821,-58.2076609134674,945.874489843845,1102.30757854879,1233.27481560409,-200.088834390044,898.580765351653,-291.038304567337,-916.770659387112,-291.038304567337,221.916707232594,134.605215862393,-105.50138540566,-156.433088704944,-567.524693906307,0,-1316.9483281672,-516.592990607023,-2572.05101661384,-829.459168016911,-2008.16430151463,-138.243194669485,556.610757485032
"beta_taEc_4",625.732354819775,-7876.22411735356,-294530.764222145,-9255.01808524132,384974.555345252,-480420.56732811,110989851.236809,-349315.087078139,-18169197.574025,1123753.46361659,-1753.50578501821,3812.60178983212,12892.996892333,18157.1522261947,-1608852.47169062,-34615.3683494776,-23170232.452685,-209296.558750793,-1102456.73567988,-5507983.58744942,-167.347025126219,1437.00162880123,20198.0583369732,3765.30806533992,-263589.75446783,20387.233234942,-4757126.58953853,-50287.7810504287,115356.669994071,-1125023.11822027,-4820.32191939652,8407.36902318895,3005439.79392387,173607.986653224,-6240665.24324007,368268.956663087,-497664626.891492,-1548833.09733123,222429.662244394,-49970574.764302,-1673.47025126219,-331.056071445346,-207.364792004228,-905.856722965837,9149.51669983566,5566.10757485032,7799.82656240463,3416.06209985912,3183.23145620525,1982.69844986498,1524.31312017143,1902.66291610897,1411.53577715158,1229.636836797,716.681824997067,643.922248855233,87.3114913702011,0,-6541.0858951509,-4558.38744528592,-4514.73169960082,-4889.44351673126,-1098.6695997417,-3547.02933691442,-887.666828930378
"sigma_1",-32.7418092638254,29.1038304567337,-2572.05101661384,207.364792004228,-4944.01319883764,2739.39804174006,-327836.46020107,778.527464717627,-25946.0648521781,4962.2030928731,0,-10.9139364212751,-240.106601268053,50.931703299284,18.1898940354586,25.465851649642,-27128.4079644829,0,-2510.20537689328,622.094376012683,3.63797880709171,3.63797880709171,-61.8456397205591,-3.63797880709171,-112.777343019843,43.6557456851006,5544.27970200777,-18.1898940354586,-221.916707232594,25.465851649642,0,-21.8278728425503,-560.248736292124,50.931703299284,-323.780113831162,-69.1215973347425,-12663.8042274863,170.985003933311,-1418.81173476577,-1673.47025126219,-371.073838323355,0,3.63797880709171,-3.63797880709171,-47.2937244921923,-18.1898940354586,-18.1898940354586,-21.8278728425503,-10.9139364212751,-21.8278728425503,-7.27595761418343,-7.27595761418343,0,0,0,-3.63797880709171,-3.63797880709171,0,-54.5696821063757,-14.5519152283669,-40.0177668780088,-18.1898940354586,-25.465851649642,-21.8278728425503,-10.9139364212751
"sigma_2",-3.63797880709171,3.63797880709171,43.6557456851006,36.3797880709171,592.990545555949,29.1038304567337,-4289.17701356113,-200.088834390044,-178.260961547494,-269.210431724787,0,7.27595761418343,334.694050252438,21.8278728425503,618.456397205591,-36.3797880709171,46653.4402221441,-240.106601268053,1706.21206052601,658.4741640836,3.63797880709171,0,0,-18.1898940354586,549.334799870849,21.8278728425503,-1189.61906991899,54.5696821063757,54.5696821063757,1160.51523946226,0,-3.63797880709171,-47.2937244921923,3.63797880709171,218.278728425503,-72.7595761418343,5540.64172320068,14.5519152283669,-272.848410531878,-331.056071445346,0,-32.7418092638254,0,-3.63797880709171,10.9139364212751,10.9139364212751,3.63797880709171,3.63797880709171,7.27595761418343,-3.63797880709171,3.63797880709171,-14.5519152283669,-10.9139364212751,-3.63797880709171,-7.27595761418343,-3.63797880709171,-3.63797880709171,0,-18.1898940354586,-7.27595761418343,-7.27595761418343,-7.27595761418343,-3.63797880709171,0,-7.27595761418343
"sigma_3",0,0,-112.777343019843,0,40.0177668780088,-36.3797880709171,-8258.21189209819,-50.931703299284,-913.13268058002,-731.233740225434,0,3.63797880709171,-3.63797880709171,21.8278728425503,-345.607986673713,25.465851649642,1749.86780621111,-14.5519152283669,-130.967237055302,-487.48916015029,3.63797880709171,-7.27595761418343,32.7418092638254,-10.9139364212751,902.218744158745,-112.777343019843,-2262.82281801105,3.63797880709171,-94.5874489843845,745.785655453801,0,0,-18.1898940354586,3.63797880709171,-94.5874489843845,0,-2048.18206839263,-7.27595761418343,-127.32925824821,-207.364792004228,3.63797880709171,0,-7.27595761418343,0,0,0,0,0,3.63797880709171,0,3.63797880709171,3.63797880709171,3.63797880709171,0,3.63797880709171,0,0,0,0,3.63797880709171,0,0,0,0,0
