"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"alpha_1",45.1465420876977,0.0871094483788669,518.273768550812,0.10240535605129,440.861140750156
"beta_w1_1",-0.405616511063724,0.00921968639842728,-43.9946103950906,0.0124454701505846,-32.5914976417883
"beta_w2_1",0.000723273627619654,2.44123106589398e-05,29.6274137145142,3.09878563297156e-05,23.340550566774
"beta_ta1_1",0.0473497502540989,0.00633722113916007,7.47168975396913,0.00904408836605068,5.2354364904083
"beta_ta2_1",-0.0012867144464658,0.000331731144133858,-3.87878699127084,0.000448723351854216,-2.8675005237611
"beta_Ec1_1",0.00345473972749868,0.000769712266994835,4.48835217475086,0.00124367817511881,2.77784059945303
"beta_Ec2_1",1.56724781410106e-05,1.66815354723526e-06,9.3951052449492,2.45422408440871e-06,6.38591978645118
"beta_wta_1",0.00275333794974777,0.00017279367421886,15.9342520042742,0.000166989811567032,16.488059504412
"beta_wEc_1",0.00022604979408811,1.69475812166909e-05,13.3381744095425,2.32942996747873e-05,9.70408199619653
"beta_taEc_1",0.000233715453451766,5.44960155487031e-05,4.28867048532924,9.52477174078765e-05,2.4537643506031
"alpha_2",41.2833876907809,0.548435441450977,75.2748355969826,0.782160927571576,52.7811940427094
"beta_w1_2",-2.64477832365675,0.128320561916058,-20.6107133896971,0.167926506202588,-15.7496179933981
"beta_w2_2",0.0273691363173768,0.00341393296074016,8.01689331106344,0.00357111722388946,7.66402629806923
"beta_ta1_2",0.761135811710436,0.0267468735717299,28.4570011395619,0.0364955915493211,20.8555548601484
"beta_ta2_2",0.00538897019241452,0.000841173810794143,6.40648831818344,0.000983273815501705,5.48064039482721
"beta_Ec1_2",0.0880125572378497,0.00556796429086629,15.8069543265976,0.00631073460579373,13.9464836878178
"beta_Ec2_2",0.000137016980269932,1.69381164164894e-05,8.08926901320296,2.47850904922648e-05,5.52820173534141
"beta_wta_2",-0.039385599803501,0.00550147656572666,-7.15909616862991,0.00639981901842641,-6.1541739993118
"beta_wEc_2",0.000450935092634757,0.000557990820965996,0.808140699974412,0.000748427402003831,0.602510131814293
"beta_taEc_2",-0.0010295260932625,0.000264867949016433,-3.88694100998468,0.000349510395661917,-2.94562366682326
"alpha_3",30.6907447180683,0.525667116398513,58.3843724681485,0.780482554152044,39.3227812137483
"beta_w1_3",-3.29757441040876,0.170195493325285,-19.3752157943824,0.234385458895178,-14.0690229929473
"beta_w2_3",0.0668549126054167,0.00514631293637285,12.9908370190439,0.00549484284753542,12.1668470710501
"beta_ta1_3",0.260508934637651,0.0211189437755542,12.3353202416873,0.023490022678785,11.0901951096424
"beta_ta2_3",0.000711828746679304,0.000737632313888898,0.965018388262366,0.000839677486368114,0.84774066023635
"beta_Ec1_3",0.21625648198636,0.00840334604876715,25.7345681983532,0.0136282094408464,15.8682975136996
"beta_Ec2_3",0.000115629331721115,1.66092985230542e-05,6.96172276996638,1.59221125790587e-05,7.26218528772337
"beta_wta_3",-0.0476105745487086,0.00715490165113481,-6.65425981657725,0.00852722279679019,-5.5833623306559
"beta_wEc_3",-0.00497512490428446,0.000399480992598782,-12.4539715191937,0.000506108146528096,-9.83016167278444
"beta_taEc_3",0.00026238563565595,0.000418629139584858,0.626773463300118,0.000498326464335492,0.526533616884738
"alpha_4",41.1258367061671,0.187077995274964,219.832571146175,0.229056760136137,179.544304572039
"beta_w1_4",-1.13333036816797,0.0423287358079274,-26.7744912891001,0.0557536483128863,-20.3274656002382
"beta_w2_4",0.00380117251365476,0.000168379540565657,22.5750260446431,0.00021714902088216,17.5049028460393
