"","alpha_1","beta_w1_1","beta_w2_1","beta_ta1_1","beta_ta2_1","beta_Ec1_1","beta_Ec2_1","beta_wta_1","beta_wEc_1","beta_taEc_1","alpha_2","beta_w1_2","beta_w2_2","beta_ta1_2","beta_ta2_2","beta_Ec1_2","beta_Ec2_2","beta_wta_2","beta_wEc_2","beta_taEc_2","alpha_3","beta_w1_3","beta_w2_3","beta_ta1_3","beta_ta2_3","beta_Ec1_3","beta_Ec2_3","beta_wta_3","beta_wEc_3","beta_taEc_3","alpha_4","beta_w1_4","beta_w2_4","beta_ta1_4","beta_ta2_4","beta_Ec1_4","beta_Ec2_4","beta_wta_4","beta_wEc_4","beta_taEc_4","sigma_1","sigma_2","sigma_3","sigma_4","asc_2","x_female_2","x_mayor45_2","x_underage_in_household_2","x_only_worker_2","x_university_2","x_metropolitana_2","asc_3","x_female_3","x_mayor45_3","x_underage_in_household_3","x_only_worker_3","x_university_3","x_metropolitana_3","asc_4","x_female_4","x_mayor45_4","x_underage_in_household_4","x_only_worker_4","x_university_4","x_metropolitana_4"
"sigma_3",0,-3.63797880709171,-98.2254277914762,36.3797880709171,40.0177668780088,101.863406598568,29987.859306857,-105.50138540566,316.504156216979,-1593.43471750617,0,-7.27595761418343,-254.65851649642,29.1038304567337,-145.519152283669,69.1215973347425,-17138.5181602091,40.0177668780088,-1851.73121280968,509.31703299284,-21.8278728425503,116.415321826935,2150.0454749912,349.245965480804,-5969.9232224375,3532.47742168605,481704.773847014,1367.88003146648,20867.4464374781,11219.5266410708,0,-7.27595761418343,-76.397554948926,18.1898940354586,-225.554686039686,47.2937244921923,-18371.7929758132,-21.8278728425503,-389.263732358813,-840.373104438186,0,3.63797880709171,-367.435859516263,0,-50.931703299284,-21.8278728425503,-14.5519152283669,-29.1038304567337,-18.1898940354586,-25.465851649642,-7.27595761418343,112.777343019843,43.6557456851006,58.2076609134674,50.931703299284,43.6557456851006,50.931703299284,21.8278728425503,-14.5519152283669,-3.63797880709171,-18.1898940354586,0,-10.9139364212751,-3.63797880709171,-3.63797880709171
"sigma_4",0,3.63797880709171,-7.27595761418343,-7.27595761418343,-3.63797880709171,32.7418092638254,-2797.60570265353,36.3797880709171,-134.605215862393,505.679054185748,0,0,0,-3.63797880709171,105.50138540566,-7.27595761418343,-2455.63569478691,21.8278728425503,29.1038304567337,552.97277867794,0,0,-61.8456397205591,14.5519152283669,-50.931703299284,54.5696821063757,-12696.5460367501,-50.931703299284,-720.319803804159,-909.494701772928,0,0,58.2076609134674,3.63797880709171,-134.605215862393,-18.1898940354586,6137.27024756372,-50.931703299284,229.192664846778,-1036.82396002114,0,3.63797880709171,0,-3.63797880709171,0,0,-3.63797880709171,0,-3.63797880709171,-3.63797880709171,0,3.63797880709171,3.63797880709171,3.63797880709171,0,0,3.63797880709171,0,3.63797880709171,0,0,0,0,0,0
"asc_2",14.5519152283669,-47.2937244921923,-87.3114913702011,-54.5696821063757,3812.60178983212,-771.251507103443,26739.1442321241,214.640749618411,600.266503170133,5835.31800657511,29.1038304567337,-94.5874489843845,349.245965480804,-21.8278728425503,4121.82998843491,-1466.10545925796,33491.2328980863,200.088834390044,-807.63129517436,3430.61401508749,36.3797880709171,-69.1215973347425,280.124368146062,18.1898940354586,3343.30252371728,-1273.2925824821,-88028.1731951982,-491.127138957381,-3044.98826153576,-6682.96706862748,7.27595761418343,-10.9139364212751,-7.27595761418343,-10.9139364212751,1364.24205265939,-334.694050252438,101856.130640954,112.777343019843,964.064383879304,2975.86666420102,0,-7.27595761418343,-50.931703299284,0,-363.797880709171,-200.088834390044,-120.053300634027,-163.709046319127,-116.415321826935,-101.863406598568,-50.931703299284,341.970007866621,200.088834390044,109.139364212751,167.347025126219,116.415321826935,116.415321826935,58.2076609134674,14.5519152283669,7.27595761418343,10.9139364212751,0,3.63797880709171,3.63797880709171,0
"x_female_2",7.27595761418343,-29.1038304567337,18.1898940354586,-76.397554948926,2630.25867752731,-469.299266114831,22297.1721086651,170.985003933311,924.046617001295,4994.94490213692,18.1898940354586,-61.8456397205591,211.002770811319,-72.7595761418343,2964.95272777975,-902.218744158745,35677.6581611484,432.919478043914,156.433088704944,6304.61727268994,21.8278728425503,-47.2937244921923,211.002770811319,25.465851649642,3325.11262968183,-680.30203692615,-13296.8125399202,-203.726813197136,-189.174897968769,-229.192664846778,3.63797880709171,-7.27595761418343,47.2937244921923,-18.1898940354586,887.666828930378,-181.898940354586,51331.8809680641,94.5874489843845,618.456397205591,2808.5196390748,0,-7.27595761418343,-21.8278728425503,0,-200.088834390044,-203.726813197136,-69.1215973347425,-105.50138540566,-61.8456397205591,-65.4836185276508,-25.465851649642,196.450855582952,196.450855582952,65.4836185276508,109.139364212751,61.8456397205591,69.1215973347425,32.7418092638254,3.63797880709171,3.63797880709171,3.63797880709171,0,0,0,0
"x_mayor45_2",7.27595761418343,-25.465851649642,10.9139364212751,-36.3797880709171,1866.28312803805,-447.471393272281,41411.112761125,203.726813197136,1102.30757854879,5020.41075378656,10.9139364212751,-29.1038304567337,141.881173476577,-29.1038304567337,2717.57016889751,-698.491930961609,76306.6054787487,83.6735125631094,-211.002770811319,5093.1703299284,10.9139364212751,-29.1038304567337,123.691279441118,18.1898940354586,1087.75566332042,-600.266503170133,-22831.9549933076,-360.15990190208,-1262.37864606082,-3343.30252371728,7.27595761418343,-10.9139364212751,-10.9139364212751,-10.9139364212751,1298.75843413174,-327.418092638254,100360.921351239,112.777343019843,869.476934894919,2943.1248549372,-3.63797880709171,0,-14.5519152283669,-3.63797880709171,-120.053300634027,-69.1215973347425,-123.691279441118,-32.7418092638254,-50.931703299284,-21.8278728425503,-14.5519152283669,109.139364212751,69.1215973347425,109.139364212751,36.3797880709171,43.6557456851006,21.8278728425503,14.5519152283669,10.9139364212751,3.63797880709171,10.9139364212751,0,3.63797880709171,0,0
"x_underage_in_household_2",7.27595761418343,-32.7418092638254,-83.6735125631094,-40.0177668780088,2295.56462727487,-432.919478043914,4569.30138170719,123.691279441118,331.056071445346,2150.0454749912,10.9139364212751,-50.931703299284,178.260961547494,-18.1898940354586,1276.93056128919,-542.058842256665,-18706.4870260656,203.726813197136,-105.50138540566,1269.65460367501,10.9139364212751,-40.0177668780088,-40.0177668780088,-54.5696821063757,1178.70513349771,-592.990545555949,-70351.2341715395,-90.9494701772928,-3401.51018463075,-1044.09991763532,0,-3.63797880709171,0,0,0,0,0,-3.63797880709171,0,-3.63797880709171,-3.63797880709171,-7.27595761418343,-29.1038304567337,0,-163.709046319127,-105.50138540566,-32.7418092638254,-167.347025126219,-40.0177668780088,-47.2937244921923,-21.8278728425503,163.709046319127,109.139364212751,32.7418092638254,163.709046319127,40.0177668780088,50.931703299284,21.8278728425503,0,0,-3.63797880709171,0,-3.63797880709171,0,-3.63797880709171
"x_only_worker_2",3.63797880709171,-21.8278728425503,-40.0177668780088,-29.1038304567337,1320.58630697429,-258.296495303512,14053.5121317953,101.863406598568,54.5696821063757,2011.80228032172,3.63797880709171,-21.8278728425503,112.777343019843,-25.465851649642,964.064383879304,-603.904481977224,43601.1760029942,69.1215973347425,-814.907252788544,2462.91165240109,10.9139364212751,-25.465851649642,152.795109897852,25.465851649642,1098.6695997417,-371.073838323355,-10917.5744000822,-258.296495303512,-305.590219795704,-2684.82835963368,0,-7.27595761418343,10.9139364212751,-3.63797880709171,392.901711165905,-185.536919161677,66971.5518597513,36.3797880709171,-178.260961547494,1124.13545139134,-3.63797880709171,-3.63797880709171,-18.1898940354586,-3.63797880709171,-116.415321826935,-61.8456397205591,-50.931703299284,-40.0177668780088,-120.053300634027,-36.3797880709171,-14.5519152283669,116.415321826935,65.4836185276508,43.6557456851006,43.6557456851006,112.777343019843,40.0177668780088,14.5519152283669,3.63797880709171,0,0,0,0,0,0
"x_university_2",-3.63797880709171,-14.5519152283669,-138.243194669485,0,163.709046319127,-160.071067512035,-24178.0071519315,65.4836185276508,-1058.65183286369,-120.053300634027,0,-14.5519152283669,21.8278728425503,-7.27595761418343,7.27595761418343,-483.851181343198,-59793.8196733594,-98.2254277914762,-3852.61955671012,-2721.2081477046,10.9139364212751,-29.1038304567337,-141.881173476577,25.465851649642,1768.05770024657,-523.868948221207,-111631.379695609,-261.934474110603,-5373.29469807446,-2302.84058488905,0,-3.63797880709171,-36.3797880709171,3.63797880709171,247.382558882236,-69.1215973347425,67520.8866596222,36.3797880709171,50.931703299284,556.610757485032,0,-7.27595761418343,-25.465851649642,-3.63797880709171,-101.863406598568,-65.4836185276508,-21.8278728425503,-47.2937244921923,-36.3797880709171,-105.50138540566,-25.465851649642,112.777343019843,65.4836185276508,21.8278728425503,50.931703299284,36.3797880709171,112.777343019843,25.465851649642,0,0,-3.63797880709171,0,-3.63797880709171,0,-3.63797880709171
"x_metropolitana_2",0,-7.27595761418343,-3.63797880709171,0,207.364792004228,-90.9494701772928,1480.65737448633,32.7418092638254,50.931703299284,622.094376012683,3.63797880709171,-10.9139364212751,36.3797880709171,-14.5519152283669,341.970007866621,-211.002770811319,-14038.9602165669,29.1038304567337,-531.14490583539,-665.750121697783,3.63797880709171,-14.5519152283669,-134.605215862393,3.63797880709171,94.5874489843845,-221.916707232594,-43241.0161010921,0,-2386.51409745216,251.020537689328,0,0,10.9139364212751,0,160.071067512035,-3.63797880709171,7992.63943918049,29.1038304567337,316.504156216979,702.129909768701,3.63797880709171,0,-7.27595761418343,0,-50.931703299284,-25.465851649642,-14.5519152283669,-21.8278728425503,-14.5519152283669,-25.465851649642,-54.5696821063757,58.2076609134674,32.7418092638254,18.1898940354586,25.465851649642,14.5519152283669,29.1038304567337,58.2076609134674,3.63797880709171,0,0,0,0,0,0
"asc_3",0,-7.27595761418343,-43.6557456851006,203.726813197136,-647.560227662325,218.278728425503,21474.9888982624,-422.005541622639,243.744580075145,-3259.62901115417,-14.5519152283669,47.2937244921923,-189.174897968769,65.4836185276508,-934.96055342257,727.595761418343,26419.0020971,-29.1038304567337,-378.349795937538,5078.61841470003,-32.7418092638254,69.1215973347425,-854.925019666553,232.83064365387,-5220.49958817661,2379.23813983798,151780.113810673,600.266503170133,4507.45574198663,6883.05590301752,0,-3.63797880709171,-94.5874489843845,65.4836185276508,-145.519152283669,181.898940354586,-26680.9365712106,-112.777343019843,-734.871719032526,-1757.1437638253,10.9139364212751,14.5519152283669,112.777343019843,3.63797880709171,341.970007866621,196.450855582952,109.139364212751,163.709046319127,116.415321826935,112.777343019843,58.2076609134674,-673.026079311967,-338.332029059529,-331.056071445346,-316.504156216979,-265.572452917695,-192.812876775861,-105.50138540566,80.0355337560177,32.7418092638254,72.7595761418343,0,32.7418092638254,29.1038304567337,7.27595761418343
"x_female_3",0,0,-7.27595761418343,112.777343019843,-909.494701772928,87.3114913702011,-2775.77782981098,-258.296495303512,116.415321826935,-2630.25867752731,-10.9139364212751,32.7418092638254,-127.32925824821,50.931703299284,-1116.85949377716,381.98777474463,4791.21808893979,-69.1215973347425,-454.747350886464,1480.65737448633,-29.1038304567337,65.4836185276508,-65.4836185276508,123.691279441118,-5275.06927028298,1353.32811623812,-8141.79657027125,240.106601268053,1564.33088704944,-1447.9155652225,0,0,-40.0177668780088,32.7418092638254,-145.519152283669,65.4836185276508,-11285.0102595985,-76.397554948926,-483.851181343198,-1338.77620100975,7.27595761418343,7.27595761418343,43.6557456851006,3.63797880709171,200.088834390044,196.450855582952,69.1215973347425,109.139364212751,65.4836185276508,65.4836185276508,32.7418092638254,-338.332029059529,-338.332029059529,-163.709046319127,-181.898940354586,-127.32925824821,-101.863406598568,-50.931703299284,32.7418092638254,32.7418092638254,29.1038304567337,0,10.9139364212751,10.9139364212751,3.63797880709171
"x_mayor45_3",0,-3.63797880709171,-7.27595761418343,127.32925824821,-633.008312433958,127.32925824821,3023.16038869321,-265.572452917695,138.243194669485,-3357.85443894565,-3.63797880709171,14.5519152283669,-18.1898940354586,14.5519152283669,-563.886715099216,221.916707232594,3547.02933691442,21.8278728425503,101.863406598568,1415.17375595868,-10.9139364212751,54.5696821063757,258.296495303512,130.967237055302,-2142.76951737702,1818.98940354586,134015.863295645,723.957782611251,11143.1290861219,5809.85215492547,0,-3.63797880709171,-94.5874489843845,65.4836185276508,-167.347025126219,181.898940354586,-27317.5828624517,-109.139364212751,-753.061613067985,-1760.78174263239,7.27595761418343,3.63797880709171,58.2076609134674,3.63797880709171,109.139364212751,65.4836185276508,109.139364212751,32.7418092638254,43.6557456851006,21.8278728425503,18.1898940354586,-331.056071445346,-163.709046319127,-327.418092638254,-109.139364212751,-149.15713109076,-69.1215973347425,-43.6557456851006,76.397554948926,32.7418092638254,76.397554948926,0,32.7418092638254,25.465851649642,7.27595761418343
"x_underage_in_household_3",0,-3.63797880709171,-47.2937244921923,123.691279441118,-523.868948221207,170.985003933311,26360.7944361866,-229.192664846778,356.521923094988,-138.243194669485,-7.27595761418343,21.8278728425503,-120.053300634027,58.2076609134674,-538.420863449574,312.866177409887,16425.4743140191,-54.5696821063757,-221.916707232594,1549.77897182107,-14.5519152283669,25.465851649642,-240.106601268053,196.450855582952,-2441.08377955854,763.97554948926,139327.312353998,101.863406598568,3296.00879922509,1717.12599694729,0,0,0,3.63797880709171,0,3.63797880709171,3.63797880709171,0,3.63797880709171,0,7.27595761418343,7.27595761418343,50.931703299284,0,167.347025126219,109.139364212751,36.3797880709171,163.709046319127,43.6557456851006,50.931703299284,25.465851649642,-316.504156216979,-181.898940354586,-109.139364212751,-316.504156216979,-101.863406598568,-83.6735125631094,-47.2937244921923,3.63797880709171,0,0,0,0,0,0
"x_only_worker_3",0,-3.63797880709171,-21.8278728425503,83.6735125631094,-345.607986673713,192.812876775861,14148.0995807797,-123.691279441118,352.883944287896,-1036.82396002114,-3.63797880709171,10.9139364212751,-25.465851649642,32.7418092638254,14.5519152283669,272.848410531878,15745.1722770929,21.8278728425503,345.607986673713,2746.67399935424,-10.9139364212751,29.1038304567337,-334.694050252438,61.8456397205591,-2073.64792004228,1116.85949377716,-18531.8640433252,323.780113831162,254.65851649642,352.883944287896,0,-3.63797880709171,-87.3114913702011,29.1038304567337,-101.863406598568,72.7595761418343,-22362.6557271928,-61.8456397205591,-931.322574615479,-1484.29535329342,3.63797880709171,3.63797880709171,43.6557456851006,0,116.415321826935,61.8456397205591,43.6557456851006,40.0177668780088,112.777343019843,36.3797880709171,14.5519152283669,-265.572452917695,-127.32925824821,-149.15713109076,-101.863406598568,-265.572452917695,-72.7595761418343,-32.7418092638254,36.3797880709171,14.5519152283669,32.7418092638254,0,32.7418092638254,10.9139364212751,3.63797880709171
"x_university_3",0,-3.63797880709171,-47.2937244921923,32.7418092638254,76.397554948926,65.4836185276508,16530.9756994247,-7.27595761418343,189.174897968769,978.616299107671,0,10.9139364212751,-21.8278728425503,25.465851649642,32.7418092638254,283.762346953154,45078.1953986734,65.4836185276508,1215.08492156863,2764.8638933897,-10.9139364212751,32.7418092638254,-196.450855582952,43.6557456851006,-2208.25313590467,1073.20374809206,225016.265176237,465.661287307739,7781.63666836917,5318.72501596808,0,-3.63797880709171,-80.0355337560177,14.5519152283669,0,54.5696821063757,-2917.65900328755,10.9139364212751,-447.471393272281,385.625753551722,3.63797880709171,7.27595761418343,50.931703299284,3.63797880709171,116.415321826935,69.1215973347425,21.8278728425503,50.931703299284,40.0177668780088,112.777343019843,29.1038304567337,-192.812876775861,-101.863406598568,-69.1215973347425,-83.6735125631094,-72.7595761418343,-192.812876775861,-40.0177668780088,29.1038304567337,14.5519152283669,25.465851649642,0,10.9139364212751,29.1038304567337,3.63797880709171
"x_metropolitana_3",0,-3.63797880709171,-14.5519152283669,29.1038304567337,-116.415321826935,7.27595761418343,10266.3761936128,-54.5696821063757,112.777343019843,-480.213202536106,-3.63797880709171,3.63797880709171,-50.931703299284,18.1898940354586,7.27595761418343,87.3114913702011,7676.13528296351,14.5519152283669,-72.7595761418343,1229.636836797,-3.63797880709171,10.9139364212751,-254.65851649642,32.7418092638254,-316.504156216979,483.851181343198,34098.7753588706,-221.916707232594,1182.34311230481,-1873.55908565223,0,0,32.7418092638254,7.27595761418343,-7.27595761418343,58.2076609134674,7181.37016519904,10.9139364212751,683.940015733242,385.625753551722,3.63797880709171,3.63797880709171,21.8278728425503,0,58.2076609134674,32.7418092638254,14.5519152283669,21.8278728425503,14.5519152283669,25.465851649642,58.2076609134674,-105.50138540566,-50.931703299284,-43.6557456851006,-47.2937244921923,-32.7418092638254,-40.0177668780088,-105.50138540566,10.9139364212751,3.63797880709171,7.27595761418343,0,3.63797880709171,7.27595761418343,7.27595761418343
"asc_4",0,0,-65.4836185276508,25.465851649642,-1229.636836797,-58.2076609134674,771.251507103443,-105.50138540566,-192.812876775861,-7159.54229235649,-3.63797880709171,7.27595761418343,-94.5874489843845,3.63797880709171,-1233.27481560409,232.83064365387,-53718.3950655162,18.1898940354586,356.521923094988,-2954.03879135847,0,-29.1038304567337,-516.592990607023,-43.6557456851006,76.397554948926,-858.562998473644,-69590.8966008574,-334.694050252438,-7945.3457146883,-4329.19478043914,0,0,160.071067512035,-7.27595761418343,-807.63129517436,-72.7595761418343,-28485.3740595281,-145.519152283669,505.679054185748,-3477.90773957968,3.63797880709171,3.63797880709171,-14.5519152283669,3.63797880709171,14.5519152283669,3.63797880709171,10.9139364212751,0,3.63797880709171,0,3.63797880709171,80.0355337560177,32.7418092638254,76.397554948926,3.63797880709171,36.3797880709171,29.1038304567337,10.9139364212751,-58.2076609134674,-18.1898940354586,-58.2076609134674,0,-25.465851649642,-21.8278728425503,-7.27595761418343
"x_female_4",0,0,-21.8278728425503,18.1898940354586,-873.114913702011,0,5311.4490583539,-61.8456397205591,-138.243194669485,-3157.76560455561,-3.63797880709171,3.63797880709171,-65.4836185276508,14.5519152283669,-807.63129517436,145.519152283669,-25618.6467595398,-21.8278728425503,374.711817130446,-2833.98549072444,3.63797880709171,-7.27595761418343,-29.1038304567337,-21.8278728425503,156.433088704944,-287.400325760245,28438.0803350359,-80.0355337560177,294.676283374429,-72.7595761418343,0,0,7.27595761418343,7.27595761418343,-829.459168016911,94.5874489843845,-43000.909499824,-61.8456397205591,-36.3797880709171,-2211.89111471176,3.63797880709171,3.63797880709171,-3.63797880709171,0,7.27595761418343,3.63797880709171,3.63797880709171,0,0,0,0,32.7418092638254,32.7418092638254,32.7418092638254,0,14.5519152283669,14.5519152283669,3.63797880709171,-18.1898940354586,-21.8278728425503,-21.8278728425503,0,-7.27595761418343,-7.27595761418343,-3.63797880709171
"x_mayor45_4",-3.63797880709171,0,-69.1215973347425,21.8278728425503,-1335.13822220266,-43.6557456851006,1848.09323400259,-87.3114913702011,-203.726813197136,-6821.21026329696,-3.63797880709171,3.63797880709171,-94.5874489843845,7.27595761418343,-1029.54800240695,229.192664846778,-53838.4483661503,-3.63797880709171,305.590219795704,-2968.59070658684,0,-29.1038304567337,-498.403096571565,-43.6557456851006,112.777343019843,-840.373104438186,-64632.3314867914,-327.418092638254,-7647.03145250678,-4201.86552219093,-3.63797880709171,-3.63797880709171,167.347025126219,-7.27595761418343,-749.423634260893,-72.7595761418343,-25000.1903623343,-141.881173476577,691.215973347425,-3401.51018463075,0,0,-18.1898940354586,0,10.9139364212751,3.63797880709171,10.9139364212751,-3.63797880709171,0,-3.63797880709171,0,72.7595761418343,29.1038304567337,76.397554948926,0,32.7418092638254,25.465851649642,7.27595761418343,-58.2076609134674,-21.8278728425503,-61.8456397205591,0,-25.465851649642,-21.8278728425503,-7.27595761418343
"x_underage_in_household_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x_only_worker_4",-3.63797880709171,0,-40.0177668780088,14.5519152283669,-938.598532229662,10.9139364212751,-3270.54294757545,-58.2076609134674,-141.881173476577,-4125.467967242,-3.63797880709171,0,-65.4836185276508,3.63797880709171,-480.213202536106,130.967237055302,-41745.8068113774,10.9139364212751,603.904481977224,-1786.24759428203,0,-14.5519152283669,-87.3114913702011,-21.8278728425503,447.471393272281,-440.195435658097,35815.9013558179,-116.415321826935,-680.30203692615,-571.162672713399,0,0,94.5874489843845,-10.9139364212751,-127.32925824821,-3.63797880709171,-6708.43292027712,-14.5519152283669,1200.53300634027,563.886715099216,0,0,-10.9139364212751,0,3.63797880709171,0,3.63797880709171,-3.63797880709171,0,-3.63797880709171,0,32.7418092638254,10.9139364212751,32.7418092638254,0,32.7418092638254,10.9139364212751,3.63797880709171,-25.465851649642,-7.27595761418343,-25.465851649642,0,-25.465851649642,-10.9139364212751,-3.63797880709171
"x_university_4",0,-3.63797880709171,-18.1898940354586,0,-76.397554948926,-25.465851649642,-8792.99477674067,-10.9139364212751,-109.139364212751,-1040.46193882823,0,0,-43.6557456851006,-7.27595761418343,-192.812876775861,54.5696821063757,-23392.2037295997,36.3797880709171,942.236511036754,-305.590219795704,0,-21.8278728425503,-476.575223729014,-25.465851649642,-98.2254277914762,-502.041075378656,-122083.292808384,-352.883944287896,-8072.67497293651,-4434.6961658448,0,0,134.605215862393,-14.5519152283669,-280.124368146062,-43.6557456851006,-47726.6439702362,-69.1215973347425,323.780113831162,-1065.92779047787,3.63797880709171,3.63797880709171,-3.63797880709171,0,3.63797880709171,0,0,0,0,0,0,29.1038304567337,10.9139364212751,25.465851649642,0,10.9139364212751,29.1038304567337,7.27595761418343,-21.8278728425503,-7.27595761418343,-21.8278728425503,0,-10.9139364212751,-21.8278728425503,-3.63797880709171
"x_metropolitana_4",-3.63797880709171,-3.63797880709171,-7.27595761418343,3.63797880709171,-58.2076609134674,-14.5519152283669,4409.23031419516,-7.27595761418343,14.5519152283669,-592.990545555949,-3.63797880709171,0,-14.5519152283669,0,-32.7418092638254,14.5519152283669,-3288.73284161091,3.63797880709171,-3.63797880709171,-163.709046319127,0,-14.5519152283669,-309.228198602796,-14.5519152283669,-178.260961547494,-276.48638933897,-83080.5220175534,-167.347025126219,-5620.6772569567,-3026.79836750031,0,-3.63797880709171,-40.0177668780088,0,-163.709046319127,-94.5874489843845,6202.75386609137,-54.5696821063757,-1131.41140900552,-1411.53577715158,0,0,-3.63797880709171,0,0,0,0,-3.63797880709171,0,-3.63797880709171,0,7.27595761418343,3.63797880709171,7.27595761418343,0,3.63797880709171,3.63797880709171,7.27595761418343,-7.27595761418343,-3.63797880709171,-7.27595761418343,0,-3.63797880709171,-3.63797880709171,-10.9139364212751
